Beneficiario;Zona concurrencia;X;Y;Municipio;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,01855741;43,04807542;Vimianzo;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,0866613;43,05670839;Vimianzo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,20251787;43,58300931;Valdoviño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,1337172;43,61081142;Valdoviño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,08951744;43,64771633;Valdoviño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,12468683;43,6348483;Valdoviño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,25330359;43,31339544;Bergondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,23656755;43,32376505;Bergondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,69590649;42,77777372;Bergondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,23679274;43,3289622;Bergondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,27070395;43,31189507;Bergondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,2774039;43,30599477;Bergondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,74542595;42,90243736;Negreira;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,7253678;42,911816;Negreira;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,86737013;43,11302213;Negreira;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,86494932;42,91879159;Negreira;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,05726128;43,66513945;Cedeira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,99198298;43,70098074;Cedeira;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,01088161;43,64963186;Cedeira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,93853287;43,4798472;Cedeira;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,36795111;43,25014645;Carral;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,36649453;43,17680558;Carral;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,36618284;43,18626963;Carral;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,38627703;43,17813902;Carral;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,20650353;43,3438972;Miño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,1878038;43,36410014;Miño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,19560467;43,38370057;Miño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,80851216;42,92357578;Outes;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,89498799;42,83113053;Outes;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,28651519;43,45030083;Ares;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,24320233;43,42705695;Ares;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,23691032;43,43100119;Ares;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,21480975;43,42980157;Ares;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,15978509;42,93108009;Arzúa;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,22517297;42,91148131;Arzúa;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,20090096;42,86988856;Arzúa;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,0950614;42,92679516;Arzúa;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,13449691;42,94358692;Arzúa;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,17612247;42,93077977;Arzúa;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,75007448;43,17347308;Coristanco;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,80264514;43,15684161;Coristanco;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,72472167;43,1958772;Coristanco;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,26677556;43,2177054;Abegondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,27131201;43,28452126;Abegondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,28038603;43,25027009;Abegondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,33120331;43,1664667;Abegondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,31018157;43,18816273;Abegondo;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,84748779;43,68169687;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,74989454;43,64856943;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,81606667;43,64745835;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,80095139;43,70227335;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,72062499;43,71795331;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,8992634;43,66341236;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,90404215;43,62496613;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,87609602;43,58366043;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,94288081;43,67352484;Ortigueira;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,93147009;43,2401386;Ponteceso;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,78340311;43,26289705;Ponteceso;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,96594383;43,26643072;Ponteceso;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,96158598;43,27365801;Ponteceso;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,86953014;43,25458218;Ponteceso;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,81609816;43,31932107;Malpica de Bergantiños;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,73903864;43,2707981;Malpica de Bergantiños;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,88119008;43,30182734;Malpica de Bergantiños;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,24978358;43,45786274;Mugardos;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,20594095;43,44139407;Mugardos;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,18123912;43,13133076;Camariñas;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,12609321;43,14217111;Camariñas;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,16049993;43,13973439;Camariñas;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,09702992;43,1818118;Camariñas;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,12805857;43,17960015;Camariñas;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,15970278;43,18260637;Oza-Cesuras;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,22450558;43,18525269;Oza-Cesuras;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,26303327;43,16686938;Oza-Cesuras;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,19015498;43,22491603;Oza-Cesuras;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,19460932;43,26014998;Oza-Cesuras;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,17913192;43,1444999;Oza-Cesuras;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,12560503;43,18453506;Oza-Cesuras;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,14862741;43,49354968;Neda;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,14490786;43,5089222;Neda;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,42897546;42,7852069;Vedra;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,13596007;43,49241088;Neda;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,43720608;43,17361793;Cerceda;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,52656903;43,16876112;Cerceda;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,41851301;43,21295242;Cerceda;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,47641798;43,17255617;Cerceda;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,42394766;43,17059909;Cerceda;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,26186625;42,90949789;Fisterra;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,29132847;42,92473377;Fisterra;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,36328882;42,89914739;Pino, O;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,29233309;42,92155594;Pino, O;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,29446003;42,98152904;Pino, O;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,3921045;42,92807868;Pino, O;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,33483752;42,93905506;Pino, O;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,26512917;43,00578828;Pino, O;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,32124446;42,9177437;Pino, O;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,21668585;43,1001342;Muxía;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,1790533;43,08080935;Muxía;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,22654023;43,07583631;Muxía;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,20742669;43,0731396;Muxía;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,18030244;43,0554066;Muxía;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,26908185;43,03651539;Muxía;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,75640114;42,81341261;Rois;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,96146772;43,1523605;Zas;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,91103689;42,84633266;Zas;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,91860356;43,09071253;Zas;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,42909996;42,834061;Boqueixón;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,45834957;42,79715669;Boqueixón;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,41882456;42,8241972;Boqueixón;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,90219548;43,18527056;Cabana de Bergantiños;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,13857817;43,121794;Curtis;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,06878737;43,11819019;Curtis;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,15394129;43,11489951;Curtis;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,02344548;43,15250003;Curtis;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Coruña, A;-8,684634855;43,05071251;Val do Dubra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Coruña, A;-8,709961992;42,72799527;Dodro;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Coruña, A;-8,726967151;42,94644054;Baña, A;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Coruña, A;-9,076952334;42,80953827;Muros;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Coruña, A;-8,861381667;42,89438406;Negreira;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Coruña, A;-8,355101291;42,82569905;Touro;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Coruña, A;-8,84749627;42,85970577;Negreira;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,13670682;42,89437781;Carnota;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,11971641;42,77846582;Carnota;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,67106567;42,97368579;Val do Dubra;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,05155079;42,92196919;Mazaricos;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,9608107;42,95164374;Mazaricos;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,96820956;42,91376452;Mazaricos;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,94304743;42,89800854;Mazaricos;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,97029765;42,97241016;Mazaricos;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,89524519;43,71659701;Cariño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,3520743;42,86265755;Touro;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,75914975;43,00292699;Baña, A;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,17060903;43,43950268;Cabanas;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,09740742;43,44370417;Cabanas;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,85434839;43,15784567;Cabanas;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,82512934;42,77262116;Lousame;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,80468491;42,80314241;Lousame;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,88771886;42,74508321;Lousame;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,80686872;42,73773751;Lousame;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,581832;43,10149614;Tordoia;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,52327197;43,0830527;Tordoia;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,5517496;43,08172713;Tordoia;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,68581533;43,09790009;Tordoia;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,52339804;43,05625193;Tordoia;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,5424422;43,01890649;Trazo;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,58424696;43,04129736;Trazo;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,00619288;43,2126364;Laxe;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,98371729;43,21084177;Laxe;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,01138674;43,17682727;Laxe;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,07225799;42,97144722;Dumbría;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,1196011;42,97165734;Dumbría;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,99286386;42,93459265;Dumbría;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,11561964;43,01838975;Dumbría;;
ORANGE ESPAGNE S.A.;Coruña, A;-9,08726573;43,01117908;Dumbría;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,0233915;43,52474694;San Sadurniño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,05756906;43,48905125;San Sadurniño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,03776092;43,49849089;San Sadurniño;;
ORANGE ESPAGNE S.A.;Coruña, A;-7,98725042;43,4904436;San Sadurniño;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,20414658;43,05966598;Mesía;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,08072435;43,22453206;Mesía;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,28476479;43,12578339;Mesía;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,16263155;43,28867641;Paderne;;
ORANGE ESPAGNE S.A.;Coruña, A;-8,72666137;42,7497435;Rois;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,692595956;40,1433126;Huete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,220908241;40,10645837;Chillarón de Cuenca;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,496194781;39,5189793;Alberca de Záncara, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,910735851;40,41780739;Vega del Codorno;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,613060889;40,34546103;Villalba del Rey;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,58986438;39,53418725;Minglanilla;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,89201237;39,94019391;Cañada del Hoyo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,438209233;40,2074332;Villas de la Ventosa;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,029419071;40,29132377;Majadas, Las;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,950136048;39,44450012;Villanueva de la Jara;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,437427477;39,39974333;San Clemente;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,226580804;39,7179761;Valverde de Júcar;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,702913003;39,56352741;Belmonte;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,75135351;40,3648775;Buendía;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,631002762;40,05336089;Campos del Paraíso;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,136445102;39,35800882;Casas de Benítez;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,624648569;39,40465106;Herrumblar, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,41450699;39,31148745;San Clemente;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,023383897;40,24224508;Uña;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,534900038;40,09847839;Salvacañete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,38337291;40,35976216;Cañaveras;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,28763394;40,24470494;Villar de Domingo García;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,612559335;39,67048318;Enguídanos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,945225079;39,81741658;Pozorrubio de Santiago;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,836637887;40,35513129;Tragacete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,569967476;40,00841722;Torrejoncillo del Rey;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,558206297;40,22748579;Peraleja, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,855040023;40,15345032;Saceda-Trasierra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,297644376;39,92322313;Landete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,497549871;40,36793631;Canalejas del Arroyo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,419597896;39,99982582;Casas de Garcimolina;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,836326296;39,7793815;Puebla de Almenara;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,040137765;40,50780875;Santa María del Val;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,576770183;40,13988396;Huete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,186771917;40,51985247;Cañizares;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,326743084;39,72924251;Aliaguilla;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,042026936;40,43305083;Poyatos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,961068263;39,90090984;Torrubia del Campo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,84827172;39,40178201;Villanueva de la Jara;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,26786836;39,89941215;Graja de Campalbo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,021900756;40,53310564;Lagunaseca;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,6255022;39,8769948;Villar del Humo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,486491148;39,85938017;Henarejos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,638141414;40,13762209;Tejadillos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,7500117;39,70009116;Tresjuncos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,598558566;39,57108919;Pesquera, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,61727574;40,03943565;Huérguina;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,621549215;40,25077429;Huete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,519297697;39,63892443;Villar de la Encina;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,546483025;40,19288029;Huete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,354929142;40,14699625;Fuentenava de Jábaga;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,444201167;40,50156681;Valdeolivas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,99541857;39,83661186;Horcajo de Santiago;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,070408909;39,95179843;Arcas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,282742309;39,59316687;Honrubia;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,918490175;39,72980416;Villamayor de Santiago;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,283815201;40,43820702;Priego;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,8051848;39,92727797;Saelices;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,357479161;39,85177143;San Lorenzo de la Parrilla;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,925437169;39,96402482;Tribaldos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,255155153;39,53961608;Atalaya del Cañavate;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,504875549;40,09866223;Salvacañete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,375924056;39,66051596;Castillo de Garcimuñoz;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,286406769;39,85249708;Talayuelas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-3,007277765;39,91471939;Fuente de Pedro Naharro;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,810900826;39,63220182;Campillo de Altobuey;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,838953709;39,60875764;Hinojosos, Los;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,653115444;40,05214654;Cañete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,404487301;39,8914805;Landete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,804377831;39,89394195;Carboneras de Guadazaón;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,211442843;39,40705423;Sisante;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,579803764;39,38419748;Provencio, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,689198929;39,76931016;Cardenete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,758923891;39,3904463;Mesas, Las;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,389480106;39,68851067;Almarcha, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,744498629;39,43948857;Iniesta;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,897660232;39,72928428;Almodóvar del Pinar;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,156531468;39,48854722;Tébar;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,801083448;39,60554836;Campillo de Altobuey;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,264060868;39,96679786;Santa Cruz de Moya;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,427846139;39,78761922;Cervera del Llano;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,522209052;39,83191599;Villares del Saz;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,068480372;40,56888597;Beteta;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,441239078;39,72273704;Mira;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,527496507;40,02828401;Alcalá de la Vega;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,732175065;39,94088051;Pajaroncillo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,374618169;39,81708065;Garaballa;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,907887795;40,11904274;Barajas de Melo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,854902486;39,9805271;Uclés;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,809091032;40,1299678;Vellisca;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,83793901;39,7190876;Hontanaya;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,238508541;39,95191662;Santa Cruz de Moya;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,409262244;39,72918577;Hinojosa, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,87813571;39,92283659;Almendros;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,392622978;40,43001005;San Pedro Palmiches;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,80704407;40,27025337;Huélamo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,50045011;40,2237733;Villanueva de Guadamejud;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,608160605;39,86112419;Montalbo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,674537869;39,88234068;Montalbo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,429578064;39,5561279;Santa María del Campo Rus;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-3,083292585;40,1427807;Barajas de Melo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,592347592;39,74831842;Víllora;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,607208796;40,1716509;Zafrilla;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,615243313;40,2077696;Huete;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-3,126457962;40,01533578;Zarza de Tajo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,11824237;40,3439995;Arcos de la Sierra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,089078338;39,54700196;Alarcón;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,600711912;39,93994459;Palomares del Campo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,358398712;39,76045114;Olivares de Júcar;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,263633123;39,3282288;Casas de Haro;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,712044583;39,7842214;Villarejo de Fuentes;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-2,83644511;40,06378876;Alcázar del Rey;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,668982484;40,17945882;Laguna del Marquesado;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Cuenca;-1,924667205;40,21236933;Uña;;
